Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Class
0.8017,2.5132,2.0825,2.1847,1.5778,1.4072,1.2053,0.5857,3.104,1.1431,0.4426,3.2763,1.5041,3.1267,1.402,1 
2.7579,2.7158,2.4497,2.1851,1.5965,1.6651,1.8196,2.9404,2.956,1.6607,3.8192,0.0944,1.4539,1.2001,1.8406,1 
1.4124,2.4096,2.6578,2.2405,1.1936,2.1675,2.2912,1.3465,0.3598,3.5531,4.2994,1.2124,1.0284,1.9444,2.1552,1 
1.7258,2.5441,2.645,0.6238,3.553,2.4587,2.0754,1.7397,1.9278,2.3003,2.3045,2.8089,2.9361,1.2274,-0.3835,1 
2.0009,2.1168,1.1791,1.4882,2.9462,3.0059,0.7465,1.5329,2.5782,1.0596,3.4357,3.1917,0.4757,1.6055,2.4536,1 
3.6556,1.8152,3.1347,2.9326,3.2552,-0.1456,1.8574,3.4506,3.4706,2.178,2.9913,1.3541,1.473,0.3647,2.2116,1 
2.4324,2.1752,1.7121,2.605,2.4638,3.616,2.3826,2.126,4.0277,3.3714,2.7107,2.4456,1.252,0.9896,2.1483,1 
1.0364,1.5629,0.825,2.4291,2.1394,2.3663,-0.9145,0.9152,1.8011,2.4224,2.5995,2.3281,1.9739,1.7583,-0.2132,1 
1.6752,1.3403,1.175,1.7642,3.3944,0.8,0.5928,2.5269,1.8453,1.4377,1.0208,1.9399,3.4734,2.0167,1.8875,1 
0.7397,1.7662,2.5323,2.0816,1.9813,3.3184,3.0935,2.6131,2.0554,1.0783,2.8374,1.7046,2.2384,-0.0366,2.1105,1 
1.5405,0.7989,1.3239,2.8808,1.6074,0.9421,3.3465,2.6738,1.2297,1.3815,3.1281,2.3337,1.0274,1.2344,2.1941,1 
3.9503,1.8485,3.1193,3.2455,2.147,1.325,1.3436,3.4437,3.0564,2.26,2.0553,1.2666,0.9894,2.6042,3.0066,1 
1.605,1.0116,1.8098,1.8775,2.631,2.4003,0.3284,2.223,2.3181,3.2922,3.642,1.6119,3.5084,1.8353,3.4795,1 
1.4493,3.164,1.1191,2.0745,2.9375,1.7411,1.0711,3.2437,-0.6855,1.5944,2.8125,2.0236,0.8158,1.5783,2.0042,1 
3.3948,2.253,1.0995,1.0967,3.517,3.6546,2.1571,1.1412,2.7595,3.5981,1.0872,3.8407,0.9197,-0.8395,2.5669,1 
2.5712,3.5323,3.8546,2.93,4.0218,2.615,2.1698,1.8779,1.7975,3.0167,0.8256,2.4404,0.9827,2.3893,1.7185,1 
1.513,0.7615,2.8923,1.032,0.7601,1.9859,1.9958,1.3052,1.314,0.5075,1.7483,1.9629,1.9047,0.4729,1.9118,1 
1.5199,1.5709,3.0115,2.5586,0.5838,2.6891,1.9844,1.4003,2.4584,3.0335,2.7004,0.9604,2.5685,1.7558,1.5941,1 
2.7954,1.6359,2.7204,1.6623,2.5794,1.7562,0.4566,1.9685,3.1897,2.3018,2.2727,1.0766,1.0403,-0.121,2.5766,1 
1.4728,2.1386,0.4465,2.5408,0.6118,2.2219,1.0628,2.5967,1.781,1.1852,1.7202,1.6974,1.7636,2.5769,2.3014,1 
2.3171,3.9801,2.9655,0.9587,3.4226,1.1617,4.2184,2.0029,3.1293,2.1788,3.0978,2.302,2.6402,-0.1795,0.5627,1 
* 
7.8651,1.6342,1.9651,2.8227,2.4643,2.4327,1.4114,1.5935,2.306,2.5752,2.8134,1.6862,0.0744,3.5243,2.7057,1 
8.443,0.808,0.5763,2.3696,0.8272,4.4565,1.3972,2.1526,1.2302,0.5645,3.0298,1.778,0.5243,1.5327,3.1979,1 
9.3489,2.4234,1.7106,1.2557,2.8412,2.3971,1.3457,2.12,2.3735,1.1064,3.1635,2.5803,2.2945,2.3692,2.1076,1 
7.3905,-0.3251,2.9588,2.0413,5.5099,2.5746,1.1752,0.9741,2.9392,1.9209,3.3859,1.9639,1.6992,1.677,2.0437,1 
7.1838,1.4606,3.2882,2.157,1.8752,3.43,1.2609,1.0076,1.4181,2.6599,-0.2591,4.0398,2.0307,0.4465,2.6838,1 
8.3145,1.7186,2.9495,0.9831,3.8846,1.6872,3.602,3.1807,1.9724,3.0319,1.5887,2.0835,0.9871,0.757,1.3101,1 
6.3271,3.0519,2.5684,1.0181,1.7585,1.9457,0.1548,2.2873,2.1325,1.2668,1.1067,1.8494,1.7382,1.2475,1.1064,1 
8.9034,1.6909,1.7595,0.9291,-0.0735,3.7703,2.922,3.2624,1.2049,1.8121,0.4865,2.1637,2.0311,2.7578,1.0809,1 
8.3643,1.1642,3.4747,1.6983,2.3482,0.127,1.0456,4.5796,1.2427,3.2135,1.6196,1.5199,2.8928,3.4475,1.3162,1 
8.3918,2.594,1.7961,2.0066,0.0065,3.4946,3.5515,1.1492,3.6023,1.2744,3.0556,3.583,3.9336,1.07,1.0041,1 
7.2023,1.8937,2.0904,1.7699,1.2033,1.7837,2.3374,3.5183,1.5328,1.0907,0.275,0.8328,0.9943,2.1502,1.2942,1 
6.7122,1.9626,1.8828,1.893,1.8776,1.9165,0.7188,1.3003,0.8752,3.0759,1.1264,2.0996,1.8647,0.9543,0.7212,1 
8.8254,3.4164,1.8355,1.953,1.2819,2.1675,1.0931,2.8026,1.317,2.2422,3.5587,1.5593,4.1541,1.187,2.9193,1 
8.0977,2.574,2.6243,2.133,0.8436,2.3127,2.9634,2.5678,2.0251,3.0358,2.6446,3.1543,1.5381,-0.9533,0.371,1 
8.0257,2.0742,2.2708,1.1353,1.7089,2.1937,1.3734,1.6567,2.05,2.9157,1.8349,2.2598,1.8603,2.073,2.2425,1 
8.1647,0.5807,0.8169,2.5085,3.0559,5.3378,1.8456,2.5133,1.2421,1.7497,1.9267,4.2744,2.5038,1.8361,2.078,1 
8.2669,2.3135,2.4479,1.257,1.7101,3.5133,0.8266,2.9257,2.2976,0.1013,2.2903,2.6699,1.5674,1.3664,2.8704,1 
7.3981,1.5631,2.399,1.3262,1.4972,0.8708,1.8881,2.0501,2.2166,0.9808,0.0145,3.1378,2.6047,1.638,1.4508,1 
8.4493,1.4023,2.0909,1.332,0.8913,2.8995,3.8326,1.8116,2.0197,1.8138,2.9095,2.025,2.1317,2.7623,2.3682,1 
8.87,-0.9647,2.4444,3.5373,4.2845,1.2559,0.6178,1.7952,2.5998,3.5148,2.1591,1.1867,2.0466,0.596,2.6557,1 
6.5012,3.5431,1.8836,2.9077,2.1943,2.8103,3.2379,1.975,2.2516,3.0087,0.4369,1.3353,2.5251,2.3523,2.6322,1 
8.0183,3.2902,0.3925,2.5273,3.0935,2.624,2.3914,1.1996,1.6393,2.1809,1.3797,1.6229,2.3078,2.8237,0.4953,1 
7.2105,1.2051,0.3271,1.5763,2.0448,1.447,2.4982,1.9566,2.9101,1.822,1.0468,-0.2223,1.258,4.1704,2.2187,1 
9.4654,3.6489,1.2048,1.0795,1.9501,1.536,0.7296,3.4274,1.2346,3.4327,0.0734,1.439,0.7699,2.2521,0.9979,1 
7.3119,3.7915,1.2073,2.0543,3.3485,1.1287,1.6534,2.0473,2.3986,3.0509,1.7838,3.2789,0.8878,4.2044,1.9658,1 
8.026,1.6272,2.8412,2.4198,2.3772,1.6724,1.0793,4.0302,3.5794,2.4976,3.2219,1.5504,2.9594,1.6597,2.433,1 
9.8767,1.8683,1.8949,0.6783,3.2439,1.4999,2.5483,2.3842,0.8888,1.304,-0.652,3.0849,1.7342,2.0536,2.4468,1 
8.2476,2.1013,1.5433,1.4209,0.5882,4.355,2.4263,2.8595,3.385,2.9437,1.0709,2.5016,0.905,1.8306,2.6641,1 
7.2158,3.5481,0.2044,1.8778,0.7261,2.7467,0.4912,1.8217,3.5494,1.6414,1.0862,2.1039,1.4226,2.4595,2.5922,1 
6.7995,1.1172,2.9917,3.0729,2.2109,0.8049,0.6215,1.4113,2.4076,0.8333,1.8867,2.0849,2.331,1.2472,2.1849,1 
8.4716,1.4205,2.5913,0.7269,3.2521,0.7972,1.8885,2.6103,2.6779,2.6573,1.8603,1.4022,3.5618,3.2833,2.2371,1 
7.2301,1.4912,0.9343,0.5854,2.7123,2.6454,2.0353,2.7002,1.4617,2.7269,3.2445,2.9102,2.2804,1.9367,3.4797,1 
8.5279,1.3078,2.6198,3.2287,0.6324,2.006,2.6952,2.7667,2.5789,1.37,2.9406,3.6358,1.8073,1.7257,4.1562,1 
7.2888,0.2211,2.3135,2.55,1.8581,2.9534,1.6103,2.9478,3.5631,1.3693,2.166,2.9959,2.5196,0.2656,2.346,1 
8.849,2.7397,1.6061,3.7003,1.4858,1.5834,0.5605,2.6199,0.2788,1.5625,2.1981,2.3578,1.8548,2.6478,2.7849,1 
8.0042,3.179,2.748,2.3505,1.3887,2.2641,1.6868,4.1668,2.1844,1.9956,0.6309,3.3829,1.5222,2.5848,3.5045,1 
9.0871,1.2971,1.8598,2.2231,1.3922,-0.2201,2.3094,3.241,1.8452,2.2336,2.8666,4.788,0.429,2.6062,2.6318,1 
8.0664,2.55,2.0149,1.4932,1.8247,1.3601,0.3502,2.0028,2.5528,1.7422,0.8615,1.5891,2.8052,1.5789,3.066,1 
6.1992,1.0118,1.8706,3.6421,1.5222,1.5816,2.5345,4.3923,1.415,2.2559,2.4727,1.9671,1.7986,2.784,4.3502,1 
7.7778,1.8342,2.9527,2.4713,2.0342,3.0535,2.4337,4.0085,3.5869,1.3944,3.6032,1.4941,1.7963,0.2295,2.5903,1 
7.6764,3.0717,1.4591,1.6475,0.6734,1.1665,2.0574,1.5339,0.4711,1.54,1.3829,2.5536,2.8424,3.9843,2.01,1 
8.5417,2.1953,2.5888,-0.7671,0.2787,2.7306,3.0345,3.411,3.0203,3.2948,1.4997,1.3784,1.7855,2.342,1.071,1 
8.4272,3.9906,0.8994,2.0573,1.8248,1.3843,1.3817,1.6026,1.9622,0.293,4.7533,2.5498,2.2624,3.4133,3.9102,1 
8.1843,0.8865,1.4028,1.3306,2.3376,2.4521,1.9071,1.89,0.915,0.4428,1.4372,2.4332,2.6665,1.6116,1.8127,1 
8.5514,2.5986,1.18,1.5945,2.7403,1.6866,1.6827,1.6749,3.7536,3.1806,3.3692,2.4442,2.521,2.3346,2.6953,1 
8.5033,1.1363,2.1414,1.7074,1.6031,2.1718,1.9448,2.4123,3.5282,2.1938,4.3043,2.1752,1.7683,1.5405,1.6201,1 
10.2702,2.1395,1.2263,1.5888,1.4114,2.7361,4.2394,1.3181,1.3216,0.5591,2.7088,2.7079,1.5657,2.2753,1.0147,1 
7.7027,1.393,0.782,2.3753,2.7455,2.8013,1.1102,2.312,2.2695,0.3223,2.9328,2.9769,0.6543,2.9076,4.9643,1 
7.5693,2.6604,1.9063,1.371,2.0501,0.0306,2.2795,-0.5784,2.3161,2.642,-0.023,2.6915,1.4213,3.541,2.1112,1 
7.1518,1.0886,0.0854,3.0196,0.8095,1.7254,0.4599,0.9597,3.7598,1.2232,3.5304,0.3464,2.4988,0.5749,1.0725,1 
7.9223,2.067,2.2443,3.82,3.8482,1.7273,1.5954,1.9482,2.4263,1.8872,4.1659,1.1439,0.6305,2.8437,3.2387,1 
9.051,0.6987,0.288,1.2077,1.8495,0.5333,0.6658,2.1814,2.2614,1.5437,2.2617,0.897,0.9652,2.4376,0.9451,1 
8.8845,2.8195,2.292,3.8034,2.1105,2.329,1.2541,1.3564,0.9239,1.2624,0.8713,1.6178,1.9114,1.0234,3.102,1 
8.9245,0.6342,2.0662,2.8688,2.2049,2.1,1.2923,0.9973,0.6172,1.1414,1.2064,1.5753,1.8875,1.6965,1.975,1 
7.4321,3.56,2.1545,1.395,3.5713,0.302,2.1875,3.0574,1.3755,1.0629,0.4035,1.6891,1.4163,0.3235,1.5722,1 
6.9452,1.4519,2.8898,0.8559,2.603,3.4518,2.9758,0.2006,2.1402,0.7653,2.4516,1.9868,2.0556,0.6859,1.2738,1 
7.8305,1.0816,2.5247,1.5813,0.412,1.1857,3.1284,3.5114,2.467,2.2383,1.9262,4.301,2.4462,1.3629,1.6472,1 
7.4518,1.6237,3.1874,3.4254,1.0734,1.5629,3.8525,2.0985,1.3478,2.8914,2.6314,1.9943,1.8991,2.7942,0.3508,1 
9.1936,1.154,2.4088,2.3807,2.3189,1.6698,2.0525,2.7124,3.5108,2.2969,5.0045,3.0533,2.125,1.4711,0.6174,1 
5.689,0.5358,1.2576,1.4866,1.5635,1.1492,0.6829,0.9053,1.8213,1.5281,1.1279,1.3358,1.9755,3.9248,3.1665,1 
8.2495,3.298,1.6263,0.546,0.5698,1.6681,1.0484,0.8907,3.1143,4.0179,2.6959,3.1062,2.0859,1.6427,2.833,1 
6.4542,2.2946,4.0151,0.9842,1.3691,1.4574,0.6699,0.2234,2.2271,2.3705,4.3326,2.6521,3.1717,1.8761,1.6407,1 
8.4314,1.4948,0.4939,1.9954,0.7241,1.0601,3.3918,2.1574,3.7429,2.682,3.3362,0.9717,2.3893,2.7885,2.0579,1 
7.2099,2.1874,2.7086,1.3626,0.683,1.2301,1.605,3.1787,2.1586,0.2783,2.382,3.5903,1.3915,3.0096,3.6905,1 
8.0425,0.8958,2.2723,1.9392,2.3428,1.8976,2.4398,2.5997,0.1797,2.4502,2.0608,2.8759,0.4844,2.1826,4.4173,1 
7.9972,1.1159,2.5229,1.9191,2.2198,1.1374,2.1737,0.7066,0.8219,4.2898,-1.2061,2.4772,0.8959,2.4363,1.7699,1 
8.2669,2.7441,2.8571,1.1671,1.1106,2.0559,1.7966,2.0401,2.6239,1.9169,2.8397,2.9197,2.4099,2.2294,3.2292,1 
9.1353,1.5594,2.7405,1.7066,3.0743,1.43,2.2686,0.9635,1.1289,3.5019,0.2839,4.2089,2.2674,1.8109,2.0129,1 
6.0052,1.9933,1.8737,1.9365,2.3022,1.3442,3.0154,1.0186,2.601,1.0772,3.187,0.924,1.2863,2.5901,1.276,1 
8.4836,0.7177,3.17,1.188,2.2655,2.844,0.8727,0.5303,1.535,2.8045,0.6436,2.0505,-0.1,1.2099,2.7703,1 
8.9324,1.258,1.2921,1.9227,2.6985,2.6473,1.8724,1.4351,2.0125,2.093,2.2523,-0.0585,2.1848,-0.299,3.7888,1 
7.1224,1.1779,3.1644,1.2849,1.8086,2.9033,1.4959,2.6389,2.207,2.5978,1.7615,1.7755,-0.0848,2.5721,2.4733,1 
7.6444,0.2514,2.3677,4.2485,1.5011,1.9352,2.9541,-0.658,1.5811,3.5271,3.1184,1.3895,1.8898,0.3777,2.7677,1 
9.1667,3.2728,1.839,3.2238,1.9644,0.202,2.1456,3.145,4.2441,2.1706,1.5093,1.1042,0.8962,2.6573,2.1504,1 
8.3828,1.7437,2.2129,1.8955,2.2576,2.5577,1.8141,0.7403,2.7776,2.8526,1.6244,1.9298,1.7423,1.894,0.935,1 
9.2466,2.7457,3.9077,2.584,2.365,3.2825,2.7641,3.7731,2.1919,2.28,2.8511,2.6863,2.6581,1.8637,1.4571,1 
9.5434,0.5288,0.9442,0.2945,0.2238,2.9645,1.5806,2.9522,1.2631,1.5897,0.6012,2.2691,1.6937,2.3261,2.3825,1 
7.1434,2.5829,2.375,-0.0642,0.9011,3.2754,3.1638,3.6032,2.7523,3.9016,4.0408,0.9763,3.5042,1.3851,3.4762,1 
10.2606,2.2059,2.9288,2.1292,1.6343,2.8158,2.4846,4.0745,-0.303,1.1843,1.3766,3.3213,1.2157,0.7836,2.6707,1 
7.922,2.211,2.1242,2.1623,1.2568,1.3584,1.9378,1.1225,3.6706,2.6168,2.0361,1.179,1.4069,0.9232,0.8328,1 
7.0323,0.6677,3.3023,2.2901,1.0449,0.8685,2.445,2.9937,1.6893,4.4064,1.7945,3.5247,3.0335,2.9965,4.4352,1 
8.4189,0.9702,2.7298,1.9694,1.0957,1.7259,1.3967,2.2472,4.5058,1.0944,2.5864,2.2649,3.5468,1.8778,2.8079,1 
8.7825,2.1399,1.5534,0.8349,0.669,3.4051,0.538,2.2838,3.5289,0.369,0.7088,0.4706,2.2123,2.2394,1.3878,1 
8.3126,1.2137,2.589,2.8346,1.5404,2.4323,3.9512,-0.2375,0.8497,2.0346,2.2931,2.106,2.0255,2.1905,2.8463,1 
8.1216,0.9449,3.5965,2.1313,2.5627,1.5502,0.4333,3.2916,1.3643,0.8933,1.1875,2.0413,3.2074,0.8594,1.6494,1 
8.9073,2.9531,0.7362,3.4791,-0.7965,2.573,0.7313,0.6808,2.7977,3.0303,3.0881,-0.4932,1.4913,2.7107,1.1181,1 
7.6536,2.1663,0.1371,3.1909,2.7179,3.9277,0.8307,2.4525,1.2649,1.5736,0.3844,2.7308,0.6052,0.9796,3.4521,1 
8.1983,1.835,0.9156,2.3566,1.9639,3.4494,3.0766,1.1924,2.1363,3.2913,3.1152,0.9099,3.0397,2.3656,0.7024,1 
6.6513,1.9086,2.0921,0.993,2.2195,2.6131,2.7461,3.5507,2.0637,1.9361,1.6422,3.7389,1.3035,2.5234,1.5304,1 
7.5273,1.7169,2.4199,3.0336,2.0333,1.1165,2.7931,3.9789,3.4702,4.5344,0.9668,3.6417,2.5242,3.2022,3.5078,1 
6.1546,3.2211,0.2152,1.2908,2.7488,1.1724,2.6761,2.3969,2.2265,2.0508,2.5682,1.8526,1.5004,0.3375,3.7857,1 
8.949,1.7289,2.4673,3.1097,3.1203,1.5285,1.6813,2.3473,1.9657,2.1058,0.7758,1.6065,1.7089,0.326,3.3803,1 
8.9164,1.4682,2.2904,3.1836,0.6135,2.4437,3.0172,0.328,1.234,2.7199,3.7351,1.8472,1.3069,2.0804,3.0249,1 
8.1824,0.0892,0.9977,3.3228,2.2633,2.0167,2.9946,2.6178,1.6396,2.325,2.5864,2.8798,2.4779,3.3628,2.1571,1 
8.2755,2.7397,1.9166,1.4681,1.2883,2.1867,3.405,0.3746,2.5769,2.3037,2.7062,2.2001,2.0329,1.2608,2.6552,1 
6.8786,3.2123,1.7539,1.7189,3.2795,1.6803,3.2092,3.2988,4.052,3.2016,1.0949,1.7239,3.2667,1.2124,3.2515,1 
8.0078,3.5838,1.994,1.2941,1.5417,0.1195,2.6467,2.0703,3.2479,3.6934,2.7188,2.1711,0.218,3.5014,2.6319,1 
8.4066,2.0109,3.6622,-0.2153,2.4519,3.1408,2.1114,2.3059,2.4283,2.3002,0.833,0.6765,3.1101,1.4531,0.5878,1 
9.0024,0.7588,3.3683,2.4269,3.1567,1.5786,1.3261,2.1079,1.6799,2.3154,2.537,1.8361,3.0022,2.4725,-0.2496,1 
9.2984,1.8267,3.1386,2.023,0.7882,1.6046,1.9868,3.9718,2.2537,1.4452,4.0473,3.065,-0.1106,1.8139,1.3342,1 
* 
6.0061,4.6063,1.7703,1.8243,3.1983,1.1749,0.9911,1.7475,2.7593,1.0625,0.7448,2.8827,2.3105,3.2558,1.9004,0 
4.1212,5.1228,2.2371,2.9394,2.8133,1.1989,1.5375,1.0808,1.4642,2.4769,1.6584,2.0428,2.3953,1.3107,3.3971,0 
4.9743,3.2845,1.6298,1.669,4.517,3.5144,2.3663,0.7135,2.3664,2.7911,2.8262,0.418,2.3811,1.0363,1.5135,0 
4.1208,3.0502,1.6241,1.6224,1.9167,3.2996,2.5901,2.478,2.8665,0.6177,1.7618,1.043,1.2232,1.8622,2.0934,0 
3.6172,2.9355,3.3294,1.9103,0.2209,2.5337,1.5514,1.613,3.4035,3.8718,2.2296,1.52,2.7596,0.7305,2.7448,0 
6.722,4.4972,0.5234,1.9795,2.8869,-0.2826,2.0881,2.99,3.4734,3.1605,1.4406,3.6991,1.5809,1.0998,0.5393,0 
4.2839,3.5676,1.6366,2.9598,0.6957,2.5599,2.5591,1.9667,1.1018,2.7489,1.9773,3.3418,3.4008,1.2804,0.2328,0 
5.9618,4.0481,2.053,2.9893,1.8584,3.9153,2.3987,1.9416,1.6221,3.2456,4.3307,1.0295,1.9324,2.4152,3.004,0 
5.0691,4.5159,2.7214,3.0298,2.0257,0.8423,0.8977,2.2635,3.1447,4.314,3.2316,3.2187,2.4763,2.0542,1.6664,0 
6.1658,3.4198,1.9936,0.2784,2.5498,2.306,2.058,1.9748,2.8118,2.4835,1.34,1.3235,1.9017,0.9581,1.1557,0 
5.9114,3.795,1.5172,1.8985,1.4742,0.0183,2.1978,1.2794,1.4113,0.9363,1.4371,2.5572,2.5499,1.1492,3.2437,0 
6.3601,4.5514,3.2893,0.6612,2.1571,2.7886,2.3758,2.6753,1.5695,2.5149,2.6373,2.182,1.4719,1.9321,3.7499,0 
4.6881,3.4831,3.5588,1.6461,0.5708,0.1666,1.1563,3.5328,2.3857,0.1447,0.7475,2.3878,4.5153,1.6416,2.4999,0 
5.9195,4.0959,1.7557,2.5932,2.312,1.7989,1.7677,2.7451,1.803,2.9022,0.9079,2.4629,2.4688,0.9217,1.2506,0 
4.4531,4.9635,1.3939,2.0291,1.4263,1.4189,1.0961,3.5622,0.602,2.0905,1.0406,3.5832,1.9955,1.1901,1.7985,0 
5.549,3.8499,2.0988,3.9027,3.9785,1.7645,2.7273,1.3262,2.3381,2.2654,1.9852,1.5865,2.0233,0.9459,2.3539,0 
3.646,1.8833,0.5873,1.855,0.5719,0.7998,2.1413,1.0963,2.0044,2.4449,2.5877,1.3802,2.2406,2.0387,2.2199,0 
5.577,6.036,2.4155,2.871,2.6439,1.1894,0.8076,2.828,3.0575,2.3001,1.3229,2.8267,0.7469,2.9456,2.9494,0 
4.3047,3.7685,1.8654,1.5019,1.3502,1.7148,2.3295,2.6565,2.8765,2.3995,2.3607,1.9891,2.5148,4.6468,1.7829,0 
6.2804,2.7146,3.1088,2.3282,1.7895,3.7977,1.254,1.9272,0.5021,3.7993,1.2611,2.9664,-0.1822,2.5873,3.7224,0 
5.3712,4.777,0.1346,2.0852,1.9927,1.0039,0.7344,1.6944,3.1059,3.1816,-0.3943,1.8095,0.7525,2.9728,0.8639,0 
5.1426,6.7965,4.2841,1.8949,2.812,0.1896,3.5307,1.8666,3.9654,2.2137,1.4951,3.8224,1.1723,1.1626,3.3853,0 
6.7149,4.0105,1.8697,2.3568,-0.2953,1.9773,2.414,1.7187,1.7169,1.5911,-0.1985,1.9256,2.5244,1.7033,1.3414,0 
6.7849,3.8451,1.1706,1.4236,1.1858,1.2751,2.7019,1.5859,3.5196,2.6271,2.2107,0.5668,1.8151,3.7976,2.121,0 
5.4656,5.6934,1.9699,2.0665,3.6652,1.953,3.7173,2.203,1.5987,1.9353,2.7858,2.8123,3.8635,1.3969,1.9968,0 
4.5168,4.3972,1.7478,2.4573,2.3004,3.4682,2.4128,3.0127,0.5663,2.0319,3.4571,1.4731,1.3869,1.083,1.37,0 
5.2535,3.4604,2.0392,3.0749,2.3618,1.343,1.2593,3.8166,4.0756,2.0209,1.2779,0.7506,0.2815,2.0955,1.2205,0 
4.2222,2.3755,1.3509,-0.4468,2.133,3.1467,1.2848,-0.2607,2.5288,1.3404,1.3043,4.624,1.2802,1.9007,2.7112,0 
5.7535,2.6848,3.4795,1.117,3.3579,0.2914,0.6376,2.1731,1.4556,2.2668,0.2369,1.5187,2.3193,2.1031,2.4689,0 
5.2432,3.372,0.155,3.0078,1.2652,1.556,2.4925,2.2457,1.9483,-0.0869,0.2705,1.5247,0.3419,3.2879,1.9419,0 
5.5484,4.2774,1.7753,1.6446,2.9513,1.4571,2.3793,1.0756,1.3762,4.095,1.2034,-0.0995,0.2624,0.2428,3.9244,0 
5.5753,2.8776,1.8904,3.5335,3.205,3.5782,1.4998,2.8461,2.869,1.8339,2.9577,1.5997,2.1743,0.9474,1.6822,0 
5.3369,4.7368,1.4994,1.5416,1.6842,3.4319,1.6109,0.3428,1.7996,1.4078,1.3953,0.4637,0.9991,3.4168,1.7278,0 
3.9922,2.3868,3.7807,0.6106,2.567,0.8184,1.0337,2.2791,1.8143,2.6362,1.3517,1.9768,2.1061,1.7216,2.8436,0 
3.9281,3.8109,2.1664,2.9635,0.2794,1.3426,3.1262,2.6494,3.4816,4.2198,1.9099,1.1863,2.9126,3.2902,1.6029,0 
6.8153,6.054,3.5804,0.8576,1.3457,3.2084,1.5782,2.3414,2.1732,2.4407,0.6805,1.54,3.4722,1.0262,3.7376,0 
4.6626,4.0053,1.7207,1.4096,-0.7349,2.3157,0.3799,1.5614,1.1144,0.9859,4.2832,1.3397,1.9006,1.4145,1.8467,0 
5.289,4.4842,1.6419,2.6725,1.9518,2.2931,1.9534,3.4603,1.2999,1.0225,2.1776,1.0999,3.1552,2.3832,0.8241,0 
6.3965,2.5427,3.7003,2.347,1.118,2.7338,2.4908,2.7367,0.1702,2.1559,2.457,2.5885,2.61,0.8862,3.0353,0 
6.4323,5.8305,2.2771,1.1524,2.3534,0.5961,0.9069,2.5165,2.3854,2.518,0.7189,0.8815,2.3105,2.5931,3.4033,0 
4.2062,2.5327,2.5609,2.1712,1.497,1.4417,2.758,0.7375,-0.0412,0.8514,2.71,2.8008,3.5942,1.463,1.624,0 
4.6288,4.7232,1.681,1.7528,1.9813,1.2715,1.8691,1.7314,1.4424,1.0867,1.7632,2.8269,1.6129,1.9798,0.2282,0 
6.301,5.1536,2.5278,3.4751,1.7233,1.7664,1.9232,0.5233,1.6467,0.8109,0.7815,2.334,0.9832,1.3224,3.5424,0 
4.0521,4.0681,0.6386,3.1253,1.6231,2.6122,2.4166,2.3563,3.0213,2.4301,3.0306,0.6693,1.9966,1.0596,2.0802,0 
5.1047,4.3815,3.0572,-0.6334,2.3793,0.1504,1.4499,2.5362,2.8396,2.2718,0.6813,2.188,2.1762,2.5442,2.6041,0 
4.6609,3.9378,1.6732,1.2676,2.8651,1.3401,4.221,1.2688,0.547,0.7961,2.5705,0.0139,0.0308,3.11,1.3383,0 
6.7237,4.1774,1.8243,2.155,3.6571,1.6743,3.4842,2.4157,-0.0441,1.6967,2.5155,1.7416,1.3308,1.8723,5.0067,0 
3.2642,3.1465,1.1844,0.7248,1.0573,2.1803,0.9778,4.2486,1.2979,2.0234,3.057,0.9939,2.8448,3.1866,3.3576,0 
3.5267,4.0098,0.848,0.2373,2.7477,1.2553,2.007,1.4094,0.5282,2.4732,0.7771,2.7743,1.7038,3.0316,1.3974,0 
5.1587,4.7931,1.8403,2.5346,2.3971,1.4891,1.6492,2.0625,3.2273,-0.0146,1.5146,1.8961,1.1713,0.1579,2.6736,0 
4.3211,4.8131,2.8564,1.7683,2.3531,3.3543,3.8359,1.9006,1.9264,1.8358,2.613,2.8187,0.871,2.7717,2.0277,0 
4.694,4.0538,2.362,3.0885,1.4318,2.7545,-0.1334,2.2131,0.3988,2.2831,0.6046,1.0628,0.1654,2.2657,2.1533,0 
4.4051,2.6813,1.9989,1.6467,1.9903,3.8532,3.4676,0.8758,3.8777,5.8285,1.6174,1.8514,2.6718,3.877,1.1819,0 
4.8565,3.1658,1.2506,3.0162,1.6226,2.601,3.6555,1.7362,3.1296,3.8687,1.5201,2.0233,1.8974,1.5673,1.8645,0 
5.6926,3.8654,0.7921,1.1718,1.3175,2.3239,1.9466,2.8752,2.9748,-0.3762,2.0667,1.1579,3.2189,1.306,1.4853,0 
5.1419,4.2248,1.113,3.1203,-0.1308,2.0424,0.3734,2.4805,3.7597,1.7507,1.801,0.8304,1.0506,1.9889,3.8403,0 
3.05,1.6761,3.3364,1.3002,2.9443,1.2249,1.7675,0.762,1.414,3.018,1.4585,2.0259,0.7287,1.7965,2.1282,0 
6.7051,5.6002,3.0681,3.2321,1.2891,1.3843,1.8403,2.3061,1.893,1.2805,2.9205,2.0467,1.557,1.6952,1.3413,0 
5.585,4.1688,1.4151,2.0058,2.2339,0.8678,0.4627,2.4333,2.082,1.3741,0.5308,1.7953,2.8393,1.5796,4.0886,0 
5.2572,4.1803,0.1794,1.9525,2.1463,1.4985,3.8821,2.2588,1.4211,2.8469,0.0543,3.041,3.0936,2.4184,1.1871,0 
