Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Class
0.9254,-0.1596,0.4522,1.9217,1.6028,1.2947,2.6038,1.8747,3.5633,1.8414,2.1021,3.8053,0.941,1.6613,3.5493,0 
-1.8918,-1.9359,1.8416,2.3203,1.3199,2.7063,3.2523,1.9763,3.8204,1.9518,0.6743,2.7063,1.2506,1.613,1.4114,0 
1.3487,1.0623,2.7386,2.3777,0.8012,1.0179,3.0898,3.7402,3.8998,2.2561,2.7261,1.5511,1.746,0.9188,1.5657,0 
-1.2158,1.2209,1.0001,2.3624,1.8961,3.3141,0.647,2.1311,0.5567,3.021,2.2067,3.584,2.4458,2.2511,0.8525,0 
-0.225,-1.41,1.9874,2.7075,1.1241,1.5828,3.3317,2.7116,0.3532,1.7158,2.1164,2.2517,0.9827,2.8963,2.0544,0 
0.892,0.9129,2.0673,1.7609,1.4223,1.3095,2.1746,1.2716,0.3557,2.4862,1.6843,0.9081,1.4362,0.8039,1.8972,0 
0.3766,0.1862,1.8967,1.5731,1.706,0.301,1.7843,1.254,1.2162,1.8115,1.0299,3.2662,0.5827,1.5957,1.8928,0 
-2.1194,0.1708,3.1635,0.3561,1.3021,3.01,2.8941,1.4519,1.6747,2.3115,3.4075,2.2258,1.9196,3.064,2.0136,0 
-0.2885,1.6176,1.3436,2.424,2.536,2.97,1.75,2.7211,0.8449,3.2382,-0.4671,2.6892,1.0028,2.4438,1.8507,0 
1.1196,-0.9402,2.24,2.2839,2.6469,1.7267,1.7902,2.0522,2.552,1.4609,2.2879,3.6012,2.1038,2.9044,-0.5445,0 
-2.0552,-0.8157,1.8477,1.078,0.1728,1.5458,3.6009,1.7445,2.9204,3.1512,2.585,3.0866,1.327,1.6712,0.9095,0 
0.5844,-0.0449,1.7996,0.4882,0.4146,2.9878,2.9944,2.1298,3.3902,1.5217,2.6509,1.9046,3.7579,1.3446,4.0124,0 
-0.3771,0.9565,1.9184,1.5925,-0.0708,-0.2812,2.2749,2.8901,2.736,1.3435,2.4279,2.2863,0.0445,2.6251,2.5528,0 
0.2376,-0.3547,1.9892,2.5966,1.6715,1.5365,0.7402,2.0974,2.8214,0.8523,1.8634,3.1503,1.493,3.2382,3.492,0 
-0.4535,0.4329,0.9895,0.2244,1.6356,-0.3263,2.3056,1.8681,2.8534,2.3891,2.1298,2.7654,1.6639,2.4396,4.291,0 
0.2494,0.0432,1.5048,2.6266,2.4928,1.7518,0.7696,1.5321,2.6434,2.4499,1.385,2.2814,2.7086,1.7215,2.0835,0 
2.4553,-0.8025,0.2021,0.8899,2.6325,2.2945,2.703,1.3823,2.3269,2.9313,0.9341,3.5412,2.2747,0.032,2.1251,0 
0.3006,-0.23,1.9949,2.2785,1.3018,1.0235,3.0279,2.1033,2.0213,2.6563,1.5747,2.1513,2.4134,2.8005,2.1063,0 
-0.7934,-1.277,2.5698,2.144,3.2113,2.4687,2.6598,2.2276,2.8075,2.1965,2.033,2.5153,1.1546,1.2037,2.5743,0 
-0.7186,-0.063,1.968,0.4367,2.0448,0.1348,1.1032,1.8852,1.4819,3.105,2.5775,1.4028,1.5918,2.3174,2.9874,0 
-1.2944,-1.0656,2.6958,3.3584,3.4841,-0.7644,0.5117,2.5139,0.2034,2.3704,2.5918,0.8261,3.8667,0.9385,1.238,0 
1.3645,1.4308,2.9075,2.4609,2.3715,0.7633,2.5199,1.4882,2.4458,2.0193,0.6108,1.374,2.4321,1.8297,0.8164,0 
0.4691,0.7371,1.8077,2.8572,2.4666,2.0445,3.7219,1.6196,1.4459,-0.6012,1.5808,1.683,2.327,1.48,3.6671,0 
0.6114,1.1334,0.91,3.0543,2.8474,1.4974,2.1705,4.1615,1.3042,1.5598,3.9223,1.6124,1.1308,1.9105,2.3787,0 
1.215,-0.6336,2.2902,1.1557,2.7667,2.2455,0.1486,2.695,4.1147,2.2092,3.4436,2.0111,3.8966,0.9839,1.2947,0 
0.891,-1.6405,2.192,2.0925,2.6062,2.7558,3.7217,-0.1785,3.1195,1.3026,2.0091,1.9786,1.1049,2.7533,2.3816,0 
0.5611,1.2546,4.1269,2.069,0.2118,3.1274,0.9401,2.3326,1.7493,1.4814,3.2267,2.12,2.3767,1.4217,2.4822,0 
-1.2755,0.0115,2.5684,2.2579,0.83,2.3162,2.2943,3.7721,2.3442,1.9411,1.8029,2.4091,0.8489,0.5335,2.096,0 
-0.2089,0.985,1.7537,2.147,-0.3817,-1.1901,1.0355,0.9457,1.024,1.963,3.289,3.0699,2.5568,2.388,0.7532,0 
0.6379,-0.4521,0.8924,2.144,1.9431,3.3425,2.7414,1.1829,2.3023,1.5232,3.359,1.9462,1.6901,5.3875,2.1275,0 
-0.1536,-1.0223,2.4874,2.0345,2.8169,2.5472,1.0708,2.4303,3.3039,1.1167,3.6979,2.908,4.2629,3.2114,1.415,0 
0.9844,1.63,1.8094,3.9549,1.8017,3.7903,1.9436,1.1419,4.6119,2.6288,2.8684,3.2391,2.76,3.4717,1.7282,0 
-0.9386,0.4902,2.9964,1.6543,2.5442,3.1218,1.4951,4.1811,2.0101,1.8894,1.9571,1.3715,1.4133,2.6027,1.0747,0 
1.1923,3.119,1.2722,3.3195,2.4165,3.2883,3.8753,1.1108,3.2029,1.4242,3.2343,0.5515,-0.8106,3.4641,2.4661,0 
0.7402,-0.8689,2.9316,2.0346,0.3203,0.4149,2.1258,2.0527,0.9251,0.8322,1.3984,2.4869,1.959,2.926,3.2755,0 
-1.5457,0.2351,0.9726,1.5111,2.4266,2.1815,0.555,2.2687,2.6601,0.7541,1.0416,2.3162,2.223,2.1125,1.5058,0 
0.3905,0.4118,3.448,1.6445,2.8197,0.5468,0.7358,3.0693,1.0241,1.9194,3.4521,2.5643,3.1847,1.0958,3.7646,0 
0.1271,-1.8578,0.6019,1.943,2.1633,1.6134,2.254,2.5357,1.5947,3.3777,0.7173,0.3739,2.1362,1.922,2.1886,0 
0.3214,0.3395,0.8487,0.9467,1.997,0.5547,2.2979,1.9528,2.3226,4.3518,1.3875,1.8554,1.8697,3.0908,3.1751,0 
1.2845,0.9428,3.5387,3.3006,1.1544,2.8398,2.3942,2.289,2.5279,1.1093,2.741,0.1962,0.0621,0.7567,1.7863,0 
-0.3995,-2.2752,0.7812,0.8454,1.5706,0.6922,2.8583,0.7351,1.7823,1.3701,1.0834,0.6242,0.9067,1.9217,3.9946,0 
-0.6143,0.0529,3.0902,2.046,1.2881,1.9129,3.6619,0.6058,1.6473,1.6995,2.1876,1.4992,2.5713,1.1584,2.8304,0 
-2.1,-0.721,2.0976,3.0396,0.9779,1.5765,3.5642,1.3928,3.1213,3.4222,1.3709,2.5803,3.0415,0.8712,1.7072,0 
-0.3896,-1.5241,3.6607,0.5117,1.5854,2.0776,1.4806,2.2625,2.2611,1.8053,2.9677,2.4817,4.7483,0.5645,0.2048,0 
-0.3938,0.2323,2.1397,0.9108,1.4566,0.6191,1.3341,2.8525,0.6014,1.2548,3.2976,3.0107,2.1594,4.4958,3.773,0 
-0.9547,0.3644,2.3081,1.4663,0.5155,2.1577,2.4863,2.7787,2.0031,0.7432,2.0518,1.3249,2.459,1.8868,1.575,0 
-0.6915,1.4791,2.6335,1.9519,0.6918,3.2304,1.7976,0.1608,1.3812,2.7584,2.3419,2.8244,3.0474,1.8173,1.1368,0 
0.9198,1.0241,1.4974,1.4172,2.0679,1.2227,2.6818,1.6985,0.1831,2.5722,3.4757,2.8542,2.2949,1.6646,1.2407,0 
-0.6753,0.0441,0.2262,1.9771,2.1504,1.6356,1.8013,2.205,1.0399,2.6727,2.5819,3.0104,3.4312,1.6422,1.3779,0 
-1.0254,-1.0555,1.6746,1.7652,0.5556,0.497,1.7695,3.0047,0.6806,2.2303,1.1004,2.0693,0.4308,1.5116,1.9017,0 
0.9517,-0.378,0.7696,1.8997,2.1244,1.2304,1.8221,0.6744,2.377,2.1723,4.511,1.6713,1.7244,0.7631,2.7392,0 
0.4081,0.667,2.1949,0.4525,2.5416,2.0756,0.0018,1.4971,2.7063,2.8454,2.7561,1.1553,3.8455,2.209,1.7185,0 
-0.9315,0.9111,0.4678,1.6669,2.3935,3.1627,2.6395,0.4166,1.651,1.275,1.8749,0.9739,2.77,-0.007,1.721,0 
1.4284,0.1958,3.726,2.2225,0.202,1.354,2.8309,2.2684,1.797,3.3911,2.558,2.5147,3.0582,1.1322,0.8622,0 
-1.2689,-0.3066,2.2558,2.5112,2.0646,3.3682,1.5366,1.2707,1.6097,1.2032,2.2859,3.5167,0.5054,3.2772,3.3591,0 
0.6047,-0.1274,4.5223,2.0915,-1.1166,2.7978,3.5022,2.2155,2.899,0.6033,2.8787,1.0044,3.7651,3.7029,2.4761,0 
0.1251,0.0267,1.2546,1.4264,2.2052,3.1828,2.0328,3.4551,3.0752,1.7292,1.742,2.8744,3.1819,2.6687,4.452,0 
1.5902,-0.2257,1.3457,4.0791,3.6516,2.646,1.7352,2.0716,1.7539,1.706,3.5139,2.1015,0.7992,1.0137,0.9085,0 
-1.4813,0.0624,0.6136,1.762,2.153,1.1306,0.3724,2.7649,1.6338,2.4783,-0.2944,2.9096,3.5966,1.1965,2.8933,0 
-1.2026,1.1642,1.228,2.7426,2.6866,3.9779,2.1861,2.337,1.3695,1.721,2.7704,1.8908,1.3785,4.2996,1.579,0 
0.4461,0.1919,2.7057,1.2557,3.053,1.8865,2.6371,2.2131,2.114,1.7967,2.8611,2.5842,2.5366,1.9691,3.4347,0 
0.0683,1.3632,2.2186,2.554,1.9596,2.6457,1.7749,1.3889,1.4371,1.2206,0.6689,2.331,4.6653,2.5225,0.4219,0 
-0.5278,-1.6151,1.9884,1.5136,3.0497,1.3598,2.497,2.129,1.4437,2.4423,3.6068,2.2461,1.2198,1.3574,0.838,0 
-1.2661,-0.23,4.6101,1.7321,1.2151,2.1915,2.4081,1.7757,0.7018,2.5168,1.0852,2.0491,0.8187,2.6524,1.0031,0 
0.6166,1.8719,1.8599,1.8643,0.4564,1.2585,2.3526,1.6677,2.6856,2.4056,1.1995,2.8182,1.4312,2.3086,-0.5583,0 
-0.3931,-1.2242,0.7426,3.097,0.9788,2.6173,1.2447,0.3762,1.3347,2.5766,2.0475,-0.0809,2.0209,2.1758,2.133,0 
0.1195,0.5684,-0.3008,3.5721,2.7822,1.0961,2.8594,1.7678,0.7823,2.4495,-0.2807,1.242,2.0353,2.515,1.574,0 
0.495,-0.9276,2.7522,4.8005,3.9701,1.9372,1.781,2.411,1.3772,2.3712,2.7747,2.5933,1.2096,1.3994,3.1177,0 
-0.0834,0.3327,0.8089,2.8562,1.1803,2.5685,3.0818,2.8834,1.7504,0.7752,2.443,0.8437,1.5219,2.4958,1.9441,0 
-0.7958,-1.6723,1.1181,2.8348,2.4421,2.2301,2.9098,4.119,2.2289,2.8564,1.4734,2.9935,0.0211,2.9851,2.1951,0 
1.4939,0.4153,0.4791,2.1072,2.3913,0.9567,1.6714,1.6037,1.0835,1.5749,0.9149,2.796,1.308,1.7182,0.9859,0 
0.0969,-0.3028,1.8207,1.7374,2.1047,3.0089,1.2084,2.1377,2.2673,1.5003,1.3734,1.1693,2.6464,2.2124,1.3679,0 
-0.5358,0.4025,3.1723,1.0831,1.642,0.5714,2.301,0.4026,3.9124,1.8949,2.6604,0.7064,1.2019,2.3046,1.1095,0 
-0.6551,2.4675,-0.1977,1.8446,1.5756,1.3966,2.0229,3.1917,0.332,1.8867,0.2124,1.8833,2.96,1.3638,1.3231,0 
-0.4084,1.6102,1.3051,1.9046,2.0397,0.6979,1.8988,1.8918,2.3421,-0.0341,2.1231,2.7919,0.8833,1.095,0.4753,0 
0.456,0.4388,0.2909,1.0764,1.8729,1.5943,2.8821,1.1309,1.0702,1.9526,2.9592,2.6646,2.8199,1.465,1.9553,0 
-0.9396,-0.1854,1.9624,1.9819,2.8565,1.5786,1.6315,0.9763,3.6017,1.8385,1.7388,0.6378,3.9878,2.3048,1.3206,0 
0.2275,-1.5019,2.9673,3.5071,4.7492,1.509,4.1182,1.9773,2.7825,1.8309,1.4744,1.1799,1.5773,2.9066,0.8621,0 
-0.6269,0.6699,1.7851,1.3068,0.8933,3.1118,1.8613,1.6227,2.345,0.4985,0.9122,0.6036,1.4444,1.6295,1.5158,0 
0.4584,0.1985,2.3748,0.5315,2.0526,0.2656,1.9624,1.2779,1.3459,1.1129,2.2928,3.7866,0.6737,0.196,3.4402,0 
-0.454,-1.2304,0.0849,2.8707,1.9192,1.8863,2.2022,1.1142,1.9637,3.6636,1.7246,1.0576,1.6063,1.9534,3.482,0 
0.7557,-0.3713,1.6369,1.9721,2.8764,2.6475,2.661,2.5327,1.3733,1.6099,1.7461,1.4886,1.2156,2.918,0.191,0 
-0.9372,-0.9388,1.6793,0.477,1.1301,0.7099,2.07,3.4631,1.7253,1.4471,2.2158,1.2498,2.5275,1.7267,1.4648,0 
0.5725,-1.7956,3.0587,2.0883,1.01,1.8636,3.2834,3.6159,1.2387,2.5599,3.5819,3.2369,3.2152,2.571,2.2081,0 
0.8023,0.1045,0.7536,1.4636,1.3475,1.0404,0.707,2.9772,0.9927,2.3601,3.5012,0.1755,2.364,1.3447,1.085,0 
-1.9518,-0.1506,2.15,0.4613,0.7841,0.2382,2.0174,0.8798,1.6098,0.3013,0.9686,1.2704,1.2816,2.0023,3.2255,0 
0.5788,1.3762,1.8403,0.4915,4.2147,2.4422,2.4705,2.9102,1.8981,1.0094,0.6091,3.085,1.2697,1.9327,2.1206,0 
-1.4149,0.893,3.6278,2.082,0.437,-0.1247,2.9688,1.5516,3.1605,2.0829,1.8674,2.9263,0.6114,1.081,1.8614,0 
0.1309,-0.4506,0.4113,1.9346,2.7586,1.7613,2.0828,1.4513,3.2425,2.6081,1.8454,1.9473,2.6438,0.9329,3.4656,0 
-0.1137,-0.2991,2.0018,2.2501,0.5963,2.6922,3.4748,4.385,0.6419,0.4445,2.3552,1.2736,2.6207,3.1256,1.209,0 
-1.2662,0.5201,0.819,0.5219,2.5904,3.1175,0.2696,2.4336,1.5979,0.3842,2.5521,2.9255,2.43,-0.1456,3.4717,0 
-0.6571,-1.1624,0.7948,0.5923,1.0786,2.1988,2.1615,1.2968,2.882,1.5937,2.2047,2.3986,1.4948,2.0207,1.3947,0 
0.3163,0.4839,1.3658,2.6707,2.4598,2.1413,5.5188,1.4757,2.744,1.3789,0.0556,2.7029,0.4619,1.1254,2.7271,0 
1.0076,0.2293,2.4922,2.9351,3.1192,2.417,2.6575,0.8873,2.3373,2.0891,2.1198,1.5276,2.2894,0.6294,2.2792,0 
-0.0636,-0.8541,0.6023,1.4235,1.2955,0.6885,1.6312,0.2754,1.792,1.3755,2.7812,0.9884,3.3868,0.6631,0.9163,0 
1.67,-0.0214,0.3133,4.3411,3.4823,0.002,0.7135,1.3578,2.6983,2.8346,2.7388,-0.3423,1.1573,3.1748,1.3789,0 
-0.1485,0.9072,1.9545,2.0951,1.6857,0.0432,1.7898,2.5022,2.7291,2.0904,1.9072,1.3866,2.1526,1.0646,3.7131,0 
-1.7656,0.5538,3.1106,1.5698,3.9256,1.3124,0.9441,2.5927,3.1002,1.3635,1.8571,1.9188,1.1959,1.5981,3.7171,0 
-0.0073,1.2023,2.482,1.6742,1.6954,2.4962,3.9151,1.5299,2.377,1.0285,0.3721,2.017,2.365,2.6812,1.6316,0 
-1.0697,-0.9502,3.2794,1.6965,2.1148,1.5863,1.4823,2.9401,2.5604,2.6146,2.5663,1.2926,4.2615,-0.2689,0.6234,0 
1.4451,-0.6228,0.0489,3.3166,2.4312,0.0696,0.3864,3.9946,1.9891,1.2499,0.8679,4.5568,3.4862,3.9286,4.1563,0 
1.0955,0.0474,-0.0692,0.7145,2.1146,1.7463,1.0779,1.4301,2.6417,2.087,1.8441,2.4454,2.5977,1.7617,1.8386,0 
0.3249,-0.9155,2.5164,-0.1731,2.5028,4.5736,1.9606,1.6626,2.5966,2.6314,0.6847,2.7826,0.4846,0.924,2.2687,0 
0.4637,0.0712,1.9946,3.2033,2.9129,4.0537,2.0249,0.7995,0.2092,1.7964,2.4403,1.7471,1.5956,1.4584,2.286,0 
1.0064,-0.8206,3.4974,0.6667,2.2347,1.3744,1.4591,1.4284,2.1513,2.4637,0.4103,2.2693,0.4297,1.966,2.5443,0 
-1.1306,0.5184,2.2156,1.6637,1.7122,3.1257,0.5986,2.5564,4.0639,2.04,2.4714,0.9053,1.3476,3.1999,1.8439,0 
0.466,1.7489,2.2019,1.0423,1.6481,1.068,2.6921,1.7994,1.6976,2.6238,-0.1665,0.7365,3.3831,3.7479,1.2347,0 
-0.3828,-0.0002,1.0204,3.8206,3.3166,1.7586,-0.9438,3.0337,2.4711,3.3479,0.7383,-0.5915,1.843,3.0533,4.5907,0 
0.9469,-0.201,1.3884,1.7787,2.9173,1.6268,0.6745,0.7872,0.2637,2.8001,2.2789,1.4652,2.6804,0.6694,2.2382,0 
0.9235,-0.9927,2.0669,1.2109,1.3683,2.2835,1.1589,1.7845,2.4143,1.461,1.3473,1.3151,1.9125,1.7075,0.925,0 
1.0697,-1.5912,3.0219,1.4062,1.6153,1.7304,0.255,2.523,3.71,1.3642,2.1466,2.0622,1.7554,1.8099,2.3662,0 
0.497,-0.5975,1.5458,2.1039,1.6456,2.9487,1.0115,2.2708,1.8095,2.0324,2.9007,3.4537,2.2848,3.2561,2.972,0 
-0.4941,-0.6069,2.8285,1.5771,2.0069,2.9004,2.109,4.8125,1.3776,2.9526,2.656,0.0421,2.5298,1.7434,3.0022,0 
-0.5059,0.5034,3.0288,2.7521,0.0611,2.8133,3.7999,1.8188,3.4786,2.3912,2.4915,-0.2331,1.5397,1.4361,1.3315,0 
-0.4088,-0.3535,2.4825,1.0064,4.7219,2.5537,1.7779,0.4274,1.0468,3.5407,2.1217,1.1699,0.1903,2.8811,2.0165,0 
1.1057,0.6845,1.3584,1.79,2.9346,2.3586,1.3064,2.5555,1.201,2.4437,2.4129,0.7893,2.5516,1.6491,-0.6464,0 
-1.0743,0.9168,3.2954,2.3119,2.6329,-0.0614,2.5884,3.0832,2.0377,2.7202,3.3666,-0.0637,4.0144,2.4296,1.7773,0 
-1.1042,0.0236,1.968,3.7091,2.6195,0.4766,0.5215,2.5572,1.671,3.2457,3.9894,3.256,2.3532,2.413,2.5602,0 
0.3297,0.6411,2.0003,3.8209,2.3319,2.288,2.1043,0.7825,2.8562,2.1559,2.1634,3.2708,0.4619,3.7303,1.2979,0 
1.8189,0.0173,1.1125,3.0634,4.1721,2.2951,3.4476,2.5287,2.3571,1.1307,0.3696,1.2704,3.3189,2.4841,1.3755,0 
-0.7603,0.8099,3.4749,3.0712,1.182,2.6957,1.3497,1.7557,0.1752,1.8104,0.9235,3.4557,0.5218,2.8693,1.6587,0 
-0.9478,-0.2218,4.0325,3.2778,2.2171,1.9835,3.1182,2.4346,1.9521,3.3201,1.4321,3.115,2.52,0.9961,2.643,0 
-0.695,0.9983,-0.0421,0.4477,1.5274,1.9186,2.6076,1.0065,4.2811,1.3371,1.3897,1.9691,2.7241,-0.4463,1.6715,0 
0.6844,-0.8271,3.1454,2.1091,2.2017,2.2616,1.0719,2.555,4.2787,2.482,0.6358,2.8712,1.958,1.5322,0.5693,0 
-0.8846,0.2831,1.3338,1.9353,3.4845,2.7806,2.2624,1.2858,1.7251,0.2259,1.9909,1.2064,4.1979,1.177,2.874,0 
-1.7063,-0.4575,1.1907,2.6127,1.9914,1.892,1.5657,0.4945,2.1427,2.4797,2.818,2.8424,3.2266,1.7591,2.1248,0 
-0.2595,0.8755,2.0651,3.715,1.4893,1.1543,2.5969,1.7566,2.9596,1.3309,3.5297,3.335,3.1072,2.3435,1.3283,0 
-0.5032,1.5975,1.8273,0.899,1.4291,2.682,2.491,2.1035,1.4399,1.3902,1.8576,0.6349,3.0731,2.0832,2.2062,0 
-0.1971,-0.5494,1.7395,0.8537,0.8209,0.757,2.3725,1.7972,3.1357,1.1625,1.0363,2.3869,-0.1908,1.8529,3.3877,0 
-1.1299,0.212,2.468,1.2803,3.552,2.8819,3.6649,1.8289,0.2888,1.3656,0.1042,3.3516,3.2302,0.2787,1.6891,0 
2.3111,2.0097,-0.0737,1.0673,1.7975,1.0603,3.5492,2.4187,1.8297,2.9311,0.5831,3.4951,1.434,1.154,1.9967,0 
1.5251,-0.9504,-0.0056,2.7002,1.3472,2.4284,2.0966,1.4831,0.4062,2.6732,1.9764,0.6864,4.3369,1.1813,0.7157,0 
-1.3524,1.5253,1.4941,1.0509,0.0382,3.068,2.3018,2.5085,1.639,2.9455,1.5142,0.4457,2.9233,4.0754,0.1762,0 
-1.1967,0.6814,0.6669,1.1835,2.4367,2.7963,0.9682,1.9561,1.2598,2.628,1.6471,0.4876,3.1461,-0.2884,4.1711,0 
-0.0871,-0.2129,0.4609,1.1317,3.4255,3.3151,2.6847,1.8437,2.7573,1.8869,1.4278,-0.0939,1.5862,2.0601,1.5365,0 
-0.7423,0.0662,1.4825,1.7804,2.9724,1.2452,2.9339,2.8803,3.2648,3.1551,3.7748,2.2911,2.1826,0.6894,-0.125,0 
-2.6863,2.6809,2.6753,2.1742,2.2487,0.0835,0.7699,3.6486,4.0132,1.3651,1.0849,1.777,2.8387,1.5435,2.3616,0 
-0.0957,0.5412,3.4371,3.1317,1.8361,1.7146,3.0378,3.0429,3.5431,2.0126,2.4938,3.0894,-0.3275,1.3839,0.912,0 
-0.6106,0.9395,1.8477,3.2604,2.0612,1.7202,2.1463,1.6444,2.4671,3.359,0.8586,1.4642,0.9227,0.6642,3.1427,0 
-0.2565,-0.662,0.5105,2.5131,2.0962,1.8295,0.6865,1.3486,3.5095,3.0106,0.8675,0.7784,2.3364,2.1841,2.6054,0 
-0.8208,0.4808,3.5972,4.6825,1.7993,0.3537,1.6503,1.8614,2.8268,3.078,0.6271,1.9227,-0.1496,2.1456,2.3427,0 
-0.1074,-0.022,1.4782,1.8183,1.682,0.2177,2.6135,1.5648,1.369,1.6072,0.3612,2.0196,2.5054,1.6492,1.9452,0 
-0.4086,0.2567,0.3183,3.3098,1.5149,1.3129,2.6653,2.0269,3.7012,1.8969,2.9591,2.9434,1.591,0.9236,2.7691,0 
0.4193,-0.2453,0.0294,0.6978,2.3552,2.3838,1.2415,2.6399,-0.0112,2.0639,2.2139,3.0154,3.265,0.7983,3.5991,0 
-0.834,-1.1787,1.875,0.8761,1.1186,1.9635,3.534,0.8787,3.5945,1.0628,3.0668,1.1251,2.4552,1.4695,1.6967,0 
-2.4872,-0.9065,-0.1526,1.1821,1.1498,3.625,1.162,2.5899,2.1259,2.2877,2.6865,3.5595,2.466,1.3515,2.9696,0 
-0.5666,-0.9424,1.9033,2.6798,4.0618,2.8209,2.9532,1.8803,3.1962,0.8219,1.7167,3.1159,3.1667,3.6106,1.8989,0 
0.1506,-0.4118,2.5005,0.3677,2.3708,1.8552,1.62,0.3962,1.6071,3.23,2.1401,0.9147,0.4219,2.1246,2.8522,0 
0.7978,-0.0773,1.7572,1.4729,1.9751,1.9298,2.3848,1.5844,2.7357,2.2426,2.4917,1.7802,0.731,2.2307,2.4886,0 
1.693,-0.6439,0.1333,1.373,4.0008,2.7796,0.9987,1.106,1.9533,1.8192,3.5034,4.1918,1.1561,2.6502,1.8112,0 
0.2325,-1.2509,2.1451,0.0422,2.0899,2.8756,-0.4914,1.2871,3.2003,1.4472,1.4848,1.2913,1.6585,2.5734,3.6585,0 
-0.7154,0.1234,1.1242,-0.0499,3.7841,1.5647,1.6961,3.0817,0.3027,1.1622,1.9767,3.2394,1.9958,0.9965,1.2743,0 
0.5864,0.2789,3.5303,2.6826,3.4251,1.1915,3.6899,1.1367,3.5289,1.8728,1.2903,1.1536,-0.0331,2.794,1.7923,0 
0.5015,-1.2971,1.8217,2.894,3.2718,2.6371,2.1416,2.9344,2.9463,1.9486,1.1459,0.7048,2.3294,1.307,1.1331,0 
0.3571,-1.1402,0.7938,1.6208,0.712,1.8775,1.5205,2.6918,3.4289,2.1555,2.5233,2.9772,-0.2148,3.4949,3.8528,0 
-0.3506,0.3329,1.3472,0.7305,1.4079,1.9558,2.0324,1.64,2.4188,2.661,2.2594,1.5143,2.7208,2.0228,3.0029,0 
1.7612,-0.6175,0.3556,3.6414,2.4799,3.4397,0.8152,2.4249,1.6946,2.4997,1.9544,1.8316,2.6375,1.0797,2.0518,0 
-0.0182,-0.7178,1.9493,3.3904,3.2719,2.0021,1.3989,3.7675,3.6806,0.5961,1.1583,2.2706,1.8756,2.2927,1.6993,0 
-0.5284,-0.2472,0.7404,3.1941,3.2138,0.1063,2.9622,2.7681,1.5356,2.3642,2.4867,1.523,2.2048,2.8786,3.2145,0 
0.827,0.7226,1.8007,3.4846,0.3495,2.9376,2.8801,3.2651,1.5566,1.6234,1.8336,0.4465,1.284,1.7416,2.0888,0 
0.418,-0.1381,1.9828,1.1019,1.343,1.1021,-0.0816,2.7764,2.8981,0.5698,2.6536,2.4302,4.2832,2.793,1.7373,0 
-0.7339,-2.1725,1.6097,0.345,3.5247,2.6552,1.5943,2.5962,2.2097,0.5421,1.3257,2.6151,0.5274,2.6437,0.3105,0 
-0.2686,0.4408,1.5235,0.8472,1.8631,3.1814,3.5085,1.176,2.2778,1.2913,2.2605,1.1423,0.8519,2.4636,3.2912,0 
-1.099,0.159,2.4584,-0.1947,2.8468,2.0259,0.2323,1.9754,0.421,1.6165,1.5895,0.7502,2.1592,2.9118,-0.3366,0 
2.19,0.6421,4.5095,2.6328,1.2753,1.0101,2.2642,2.2609,1.5428,1.48,3.0032,-0.3073,2.4004,2.4993,1.7678,0 
2.76,-0.4623,3.3459,3.099,3.7084,1.6216,3.2606,2.6155,3.4903,3.5636,3.1807,0.6481,3.3463,1.8891,2.4061,0 
-0.1732,0.3668,2.7113,0.2974,2.6276,-0.4221,1.3592,1.263,2.634,2.3632,1.5393,3.0276,1.2485,2.2402,1.6214,0 
0.3879,-0.6046,3.8168,0.6711,1.6363,2.2543,2.2625,1.1797,4.3609,3.2508,2.7265,1.3643,2.1562,0.8856,2.849,0 
0.116,-0.9057,1.1829,-0.2035,1.8032,0.8209,2.6395,2.8526,2.0917,0.2267,1.5774,3.1217,2.2605,2.7527,2.1768,0 
-1.1742,-0.3365,0.9191,2.2358,1.5529,3.254,0.4005,1.7105,2.093,2.2905,0.22,2.6637,1.7911,2.3269,0.608,0 
0.9817,0.1004,3.4327,0.8363,1.683,1.9341,1.7919,1.5018,2.4589,2.5812,2.4735,1.3463,1.8573,2.6542,3.7532,0 
0.259,-1.7273,2.7087,2.8813,0.344,2.9981,1.0688,1.1102,3.8051,0.0179,1.9884,1.591,2.9134,3.3704,0.5189,0 
1.8811,-0.0654,1.5288,1.9677,1.4341,2.1558,1.908,2.2103,3.9597,2.6443,2.0081,0.8383,1.6879,2.1196,-0.5921,0 
1.4085,-2.0929,1.465,2.5945,0.1065,1.6799,1.6895,4.002,0.2797,2.4177,0.7907,1.9946,2.2401,0.2918,1.6039,0 
-0.2644,0.5859,1.1047,1.4504,2.077,1.6972,0.9934,1.5965,1.187,4.0265,0.3348,0.9976,2.1862,2.1666,0.4003,0 
1.326,0.6517,0.3479,0.2644,3.4273,1.6321,3.3686,2.8449,0.7093,1.5547,3.5789,0.4971,1.3648,1.2534,2.8773,0 
1.6797,1.6396,2.3435,1.9288,2.3177,1.954,2.2568,1.2229,1.3751,1.0262,0.9553,1.5638,1.9724,2.8598,0.7127,0 
0.1694,1.4315,1.7098,3.2254,4.1033,1.5187,1.9121,0.591,3.1937,4.8163,0.5869,1.0318,2.5467,0.3702,1.6575,0 
-1.1669,-0.1823,1.5729,1.6029,1.2607,1.6374,1.3349,2.505,-0.2825,1.8302,1.7099,1.4315,1.6692,2.3317,3.0515,0 
