Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Class
0.0513,0.0431,-0.1303,2.494,2.6559,2.2627,2.5121,1.039,0.4711,-0.1124,3.0143,0.5945,4.0623,3.5423,1.2346,2.4295,1.7412,2.3871,1.4646,0.4937,1.5431,1.1332,1.9027,3.5352,1.0761,2.1982,1.0959,1.6687,2.1333,1.596,0 
-0.0469,-0.3373,-0.04,1.0351,1.4591,2.3606,1.4563,4.3426,2.0142,4.1407,3.1448,3.2655,2.2492,2.1723,1.5027,0.687,2.0499,1.4683,1.9436,2.011,1.3548,2.198,2.9261,0.4533,1.1054,0.3011,-0.0619,2.2748,3.8383,1.6443,0 
0.6297,0.4725,0.6777,2.784,2.3045,1.6256,1.2224,1.6903,2.0783,3.1966,3.447,3.4189,2.2092,1.9886,2.4173,2.3618,1.9976,2.4158,2.6361,3.7106,1.7409,2.6641,0.5634,3.1804,2.1447,2.3836,1.3228,2.2574,3.7805,2.4355,0 
1.0984,1.702,3.9158,2.0064,1.9314,1.4149,1.0968,3.1002,0.0804,1.9238,2.4422,2.7892,0.3221,1.7044,0.9273,2.2458,1.7318,3.1866,3.193,2.7394,1.3976,1.2038,2.0084,2.616,1.3518,0.8404,3.1206,2.2889,2.6124,2.764,0 
1.2237,0.6489,2.4683,1.8977,4.0946,0.4201,2.2252,1.6793,2.8915,2.9977,1.6299,1.9519,1.2735,2.0415,2.7476,0.3735,0.944,1.3929,0.7682,0.4784,1.5481,2.7607,3.1871,2.6526,0.8829,3.1381,2.1956,1.2572,3.0559,2.7688,0 
-0.6308,-0.6185,0.496,1.7465,2.1689,4.9925,1.2023,1.9931,1.3249,1.3977,1.3801,1.4425,1.0747,1.1919,2.8235,1.2836,1.9204,2.4584,1.7535,0.8183,1.0414,1.6094,3.3051,2.5704,-0.0201,2.6407,1.0654,2.5374,0.2964,0.9671,0 
-0.3868,0.7961,1.9811,1.5068,1.4067,0.7297,1.8486,1.3294,0.9422,2.041,3.7629,2.3961,3.5172,1.4262,1.8023,1.081,0.7472,1.6484,1.8204,1.6339,4.2505,2.195,1.5725,2.5202,2.9425,2.3957,1.7989,2.6581,2.7183,3.0937,0 
1.2137,0.0578,1.0591,2.4285,3.5419,1.6174,2.1286,1.3777,2.1844,2.1528,0.5242,2.2009,1.3473,2.6056,2.0421,1.1238,2.9353,2.7345,2.3985,2.3183,3.9255,2.3244,1.0146,1.4368,4.3547,3.1498,1.1033,1.6798,1.691,0.0811,0 
-0.9967,-0.0296,3.6247,2.5017,1.4234,2.4529,1.6323,1.4741,1.2159,2.9972,2.7693,1.6697,0.9247,3.2561,0.7461,1.1151,1.5032,2.8086,0.8658,1.2919,3.8885,3.2521,2.2517,-0.0905,2.4335,0.438,2.1786,2.6682,1.5545,1.7097,0 
-0.1842,-0.5209,3.3612,2.1743,2.2444,2.976,2.8564,2.2473,1.262,2.498,2.3182,4.0118,1.0689,2.0475,2.6701,1.1474,2.2981,3.2615,1.1613,1.3285,1.5953,3.8601,1.3747,2.3926,0.5705,2.0834,1.9419,2.3442,2.556,3.6859,0 
0.2452,-1.6402,1.9652,1.1142,1.819,0.5356,0.1158,0.049,2.6574,2.069,3.1054,1.1526,2.2745,2.2208,1.1091,3.67,1.5782,1.8694,2.0681,0.7182,3.018,2.2169,-0.3375,1.5227,3.0968,2.4076,1.9432,3.4236,1.7089,3.7484,0 
0.0186,1.3164,1.7995,2.6085,3.1765,1.8069,2.487,0.4756,1.0063,1.3571,1.363,3.1311,1.7655,2.2015,0.5995,1.3845,-0.0802,2.1819,3.3527,2.0655,0.5916,2.1949,1.8165,3.1157,2.3945,-0.4551,2.3944,1.3934,1.6627,2.7266,0 
-1.2627,1.3815,0.3419,1.2626,4.2249,3.4494,1.0497,2.5021,4.2349,1.1702,2.4413,1.7349,1.8853,0.1031,3.0645,1.609,1.4562,2.8216,2.0777,1.9694,2.2145,1.8738,1.9991,2.4538,2.3515,1.6687,1.8536,1.8758,1.9209,2.5299,0 
-0.5605,1.7714,1.1002,2.4621,3.1247,2.626,0.2619,0.4775,1.4398,2.4869,2.2567,1.3419,1.2767,1.9467,0.9329,0.5208,1.1407,1.9171,1.7475,0.6522,2.2053,0.7716,2.3813,1.7947,1.787,2.5209,1.0573,4.0927,1.74,2.2689,0 
0.524,0.9771,3.2675,2.1216,2.895,1.0348,0.1203,1.1671,-0.0764,0.8069,1.7375,4.0817,0.7547,1.606,1.6119,1.9981,2.3332,1.2772,2.6394,1.4213,2.0261,1.2405,1.9394,1.0515,2.9856,2.2814,1.5432,2.3312,1.5039,2.9794,0 
0.6332,-0.2282,1.8645,0.3345,-0.2616,1.0062,1.681,1.7061,2.8375,1.2918,2.7808,2.0637,-0.0062,1.1141,2.2957,3.169,1.7429,3.0144,1.1119,2.2355,0.9719,1.0492,1.0441,2.7178,3.3131,2.5012,3.3205,0.2828,2.3227,2.3701,0 
-0.5516,0.2163,3.2753,2.2397,1.7642,2.5365,1.2564,2.1075,3.3258,1.6927,1.7016,2.4729,3.6846,1.5822,2.2064,2.645,0.8432,0.9858,3.1016,0.3226,-0.5812,-0.3188,0.0393,3.0318,4.2663,1.8777,2.9513,2.506,2.4069,1.7263,0 
0.342,0.8184,3.7359,0.0641,0.5277,2.8941,2.0081,1.8556,1.4131,2.026,3.0589,2.4417,1.7053,3.3277,1.2982,2.0852,1.8414,2.828,3.2276,2.0312,3.0902,1.8226,2.3348,-0.8681,3.3625,1.4728,1.0633,2.1034,2.2191,2.2624,0 
-1.0536,-1.3245,0.7006,1.4615,2.6364,2.9674,0.0813,1.9597,1.9474,1.2375,3.7842,2.9983,1.023,1.7729,3.0168,1.4051,1.8217,2.3245,-0.1819,3.6817,3.4539,1.348,4.2037,3.4686,1.1679,1.7226,0.6514,-0.1289,2.8975,3.2393,0 
1.7519,1.0458,2.3949,1.3064,0.3424,0.174,2.5763,3.0909,1.8093,1.5777,2.3515,3.0877,3.8329,1.4243,2.3319,3.1336,2.2159,2.8362,2.1998,3.2014,2.6842,0.8078,2.3833,0.019,1.3053,4.025,1.0198,0.6033,1.1073,1.7889,0 
0.5387,0.7826,2.6827,0.3167,2.4861,2.3098,1.8918,2.1656,1.4424,2.5406,2.1063,2.8001,2.5413,2.5801,0.4274,1.8873,0.9985,0.6597,0.3651,1.0147,2.9798,0.7713,4.0339,0.2474,2.0887,3.4945,1.6276,1.7177,1.7821,1.9019,0 
-1.583,-1.6934,1.6593,1.9386,2.5666,2.7472,1.7161,2.7639,2.0593,5.1132,1.0251,0.0108,1.9779,1.6484,2.3365,3.4752,3.5073,0.7647,2.4449,2.0015,0.0943,2.3704,2.0566,2.016,0.754,1.516,3.5774,2.6669,3.1616,2.6231,0 
-0.1712,0.3838,2.6775,1.6043,2.7472,3.2662,3.4699,1.2871,2.5285,1.5716,1.8744,2.132,1.7963,2.2874,2.1226,1.4554,1.4034,2.3197,2.069,2.4632,3.0025,0.8513,2.5583,1.8322,1.7426,3.6345,2.0538,2.4258,2.0621,1.678,0 
-0.1385,1.494,1.3964,3.5974,2.0733,1.7683,2.0051,3.2208,-1.2422,-0.2503,2.1197,2.0581,4.7818,2.7007,1.0091,2.5831,1.6716,2.1911,3.2116,0.6606,0.8355,1.1315,1.6963,4.1374,2.6785,3.0868,0.5993,1.3516,1.5791,1.1827,0 
-0.8717,0.57,3.6218,0.891,2.3665,2.6743,2.6574,0.6437,1.5885,2.3545,2.0222,0.4361,3.5468,0.7085,0.9898,1.1709,2.5616,0.8115,2.1911,1.5145,1.0125,0.5534,-0.1268,3.1742,2.3632,1.2136,2.4373,0.3543,2.2546,1.8334,0 
-1.5094,-1.2086,1.687,3.9945,0.2201,2.2378,2.4669,2.9523,0.5296,2.0064,4.1962,-0.9574,1.0295,2.3811,0.6143,1.4763,2.8239,2.0794,2.3416,2.5882,1.7425,1.0545,0.3212,1.9938,2.6278,0.9544,0.2553,1.8006,1.3898,2.6803,0 
0.4734,-1.908,0.4636,2.0354,1.1786,-0.4134,3.2091,1.2352,0.7242,2.6097,3.2748,1.9271,2.6369,2.7318,3.171,1.0289,4.1217,2.5431,1.6845,4.1303,2.5243,3.4171,2.561,0.6272,2.9629,3.6483,2.164,2.177,2.2551,1.8278,0 
0.7978,-1.7231,2.5424,3.0713,1.4753,3.5266,1.0398,1.7108,1.7226,2.4894,2.1657,3.0236,3.0935,3.602,0.7928,2.2471,2.3075,1.1691,0.8102,2.2633,2.9032,1.5727,1.3517,3.5436,0.9365,2.2254,1.7708,0.9903,2.678,0.4725,0 
0.4567,0.0823,2.1574,2.0972,0.988,2.5074,2.5739,2.019,1.0423,1.4927,2.2603,2.3525,3.0008,1.4869,0.2587,1.6352,4.2979,1.895,2.3611,3.4484,0.7832,2.6449,1.7491,2.7151,3.9217,0.5549,0.7193,-0.9721,1.4319,3.3224,0 
0.0629,1.1905,1.8806,1.6407,1.2066,2.2926,1.6201,1.4884,0.2947,2.9881,1.3809,2.2281,1.4082,3.0976,1.5027,2.0702,1.8649,1.606,2.6229,2.4022,1.0503,2.1388,1.2104,1.0824,1.9208,3.1056,2.42,1.7734,0.8311,1.2106,0 
0.2118,-0.9812,2.8084,0.184,0.7227,2.4648,3.1431,2.7478,1.525,2.6818,3.3592,0.7324,0.6882,2.1609,1.1669,0.9393,2.1215,2.2692,2.8662,1.0943,0.5634,3.7445,2.9629,2.5664,2.4945,1.5532,2.3987,1.2096,3.0553,2.2951,0 
0.0368,-0.0378,3.7359,2.2409,2.3549,2.3241,2.1395,2.1824,1.496,0.4594,1.4731,0.0186,4.2901,0.4203,2.2372,3.3611,1.9383,1.2823,1.4502,2.3869,2.5596,1.0163,2.9545,1.2579,1.5356,2.4541,1.5956,1.3286,2.8028,1.2975,0 
0.3652,-0.0477,3.0136,2.2536,2.5077,2.8904,2.2253,1.9333,3.2084,2.9986,1.4273,0.691,3.4495,2.228,2.2612,2.4744,1.5895,4.364,1.8821,0.8461,1.1171,2.6177,1.7981,1.5581,1.1717,2.1534,1.997,2.668,1.4952,3.0125,0 
-0.0885,-1.0867,2.4454,2.2515,2.8801,2.829,2.0925,1.5666,2.3276,2.4388,1.2317,0.2449,-0.6038,1.8658,3.8398,1.3838,3.4428,1.6708,3.925,1.9592,3.5833,2.7795,1.6851,2.673,2.6437,2.7548,1.4036,0.8337,3.0236,1.1857,0 
0.1249,0.8137,2.3268,1.3001,1.3552,1.5115,3.1866,1.1619,3.3701,1.6416,3.666,2.4255,0.9594,3.7494,2.7009,2.5193,2.0178,1.5681,2.4427,1.569,5.5934,2.3174,2.9584,2.3153,2.7982,3.2518,3.8151,2.7576,2.2662,1.5205,0 
0.0227,0.4195,2.2116,3.7978,3.0615,1.4883,3.5968,2.9809,4.595,1.9445,2.1011,2.1979,4.076,2.0312,1.5991,2.3521,2.5707,2.9179,1.9664,3.3074,1.3009,2.5412,2.5221,5.188,1.762,1.3611,2.9057,1.5709,0.4738,2.1327,0 
-0.6412,1.0342,2.5256,0.4386,2.2764,1.3899,3.0548,1.8053,0.0751,3.0508,4.4786,3.4091,2.7925,1.5028,2.1385,2.6339,1.4959,2.8301,1.8381,1.221,0.564,1.1461,1.3938,2.1307,2.4424,3.0233,2.3739,1.5164,4.4497,2.3709,0 
-0.4173,0.5201,1.8703,2.1793,2.2757,0.237,3.367,1.2722,2.8265,2.2904,3.4249,2.1706,1.2312,3.6006,2.8288,1.263,2.4382,2.2432,0.8245,1.7379,2.2457,2.7775,-0.8197,1.9143,2.6313,2.945,2.241,4.1845,3.9234,2.9402,0 
1.1368,0.3944,3.0834,2.5084,1.3147,1.2987,3.3237,0.4689,0.7738,1.4375,1.8018,3.0577,3.1959,2.4587,1.1627,2.2315,2.1517,2.0396,0.0824,1.5777,3.1831,1.069,1.5741,0.8219,2.2181,1.8393,1.742,1.9748,1.9681,1.004,0 
-0.0753,1.1271,1.3703,2.4407,2.3001,2.9531,3.0544,1.9265,0.7853,2.2797,3.0804,3.2253,1.6586,4.2168,0.8715,0.6015,2.1505,2.444,1.3866,1.5161,0.1788,2.3868,3.3053,2.6248,3.0318,1.8781,0.9869,4.2684,1.1403,2.2063,0 
-0.7708,0.3216,2.0252,2.1737,2.9899,0.8491,-0.2208,1.5135,1.1648,1.7659,2.5803,0.4796,1.6264,2.6846,2.7689,2.2556,3.5141,2.0908,0.2918,2.9933,2.2239,0.776,2.3254,2.4552,1.0516,2.3916,2.9202,2.0696,2.2528,0.6846,0 
3.1473,0.4472,3.5422,2.5705,1.7943,2.2175,2.1732,1.1698,2.4726,2.7495,0.5046,3.2849,2.8449,1.5086,2.2206,2.0606,2.4642,2.0307,1.0495,1.6178,0.4602,1.4731,1.6715,1.4127,-0.1529,2.1969,2.4026,3.1774,3.0366,2.6143,0 
-0.7422,-0.0653,1.1355,2.8569,3.0453,2.6644,1.9285,1.7972,2.7571,0.166,2.805,3.8456,-0.2401,2.3251,0.8891,1.842,1.8666,2.4055,0.9781,2.5182,2.1183,2.1831,2.0295,3.3782,2.3662,3.4225,4.3255,0.6924,2.5971,2.5792,0 
-0.2436,0.4141,0.764,1.781,-0.8963,2.7264,2.0065,3.2067,1.5149,2.7811,2.0208,2.7589,3.2131,0.6807,1.3275,2.219,2.2809,0.1676,4.1969,2.0221,0.9282,1.9516,0.3355,1.2857,2.9316,2.6615,1.9251,2.127,1.4333,0.9356,0 
0.8611,-0.566,2.1716,2.24,2.7394,1.9148,2.4368,1.5153,2.6123,0.7753,1.8645,2.3829,1.544,1.7427,2.9239,0.7943,2.4549,-0.2249,1.8494,1.1326,2.5888,1.711,1.863,1.4368,0.8672,1.4343,1.4522,1.1963,3.1567,0.2714,0 
-0.6154,0.3421,1.5961,1.9621,-0.8808,2.9745,3.3219,2.0797,-0.4103,2.3077,3.5154,2.1585,0.7142,1.6362,3.6992,1.8805,0.7601,1.7284,2.3039,2.8012,1.8333,2.5456,1.2028,1.7271,0.293,2.4307,3.0357,1.8062,1.4342,0.4614,0 
0.5293,-1.3079,2.9403,2.5673,0.6315,3.5831,2.2077,2.915,0.9619,0.6066,1.7239,0.4929,1.8601,4.719,1.4627,0.6137,1.8932,0.9592,1.2009,1.8613,2.4502,3.4258,2.8526,1.099,2.5259,0.285,0.5262,1.9747,1.0486,2.2088,0 
1.3459,-1.1896,1.2532,1.5393,2.884,2.0979,2.7896,2.5663,3.0336,1.8222,-0.1912,3.4059,2.8892,1.749,2.6586,3.7111,1.6574,3.0601,3.117,1.9616,0.4421,2.1453,0.5868,0.4202,2.1544,0.8722,2.6112,2.1148,1.9861,2.9634,0 
0.4047,0.9849,0.8484,2.0889,2.2086,2.5755,1.523,0.7884,2.484,1.9052,0.6904,2.076,3.5995,2.3307,1.3342,0.2305,3.1937,2.116,2.0502,2.5656,4.0868,3.8105,3.005,0.5789,1.344,3.1815,2.4971,1.3535,2.3255,2.3967,0 
0.7708,1.8325,1.2856,2.3094,1.1192,-1.0089,2.516,1.2925,2.4973,2.22,1.1977,1.2489,0.4395,3.1936,2.3978,2.4468,2.5444,2.2491,1.7575,2.4316,1.5426,1.6647,-0.6433,2.0155,3.1194,2.122,1.9956,1.3095,3.3074,0.3297,0 
-1.3473,-0.0095,1.4816,1.5937,3.0371,5.2292,2.9288,3.0467,0.7219,2.581,0.8416,3.1032,3.5228,2.6284,1.7134,2.736,0.8722,2.8584,3.1858,1.8482,1.7265,1.2928,2.4975,0.0855,3.2707,1.3067,1.7114,1.6685,1.9935,3.2568,0 
0.1599,0.0879,3.2085,0.158,1.9677,2.299,0.7615,0.3806,0.7681,1.4751,2.8054,2.5987,3.6352,2.3582,2.3628,1.1712,0.507,2.0006,1.4963,2.0263,1.874,1.3236,0.8239,1.5289,0.1353,2.4773,2.8366,2.24,-0.0257,2.275,0 
-1.2709,-0.1892,2.6816,1.6035,4.2589,3.1792,1.5468,2.6419,1.9734,3.0729,-1.498,1.8436,1.5971,3.2224,1.4212,2.0843,0.56,2.2755,2.005,2.6581,2.276,0.7317,1.9032,0.8527,0.9719,2.6435,1.8497,2.3357,2.041,-0.2169,0 
0.3294,-1.2063,1.3487,0.8618,0.8299,3.246,1.3385,2.2229,2.2366,2.7545,2.5498,1.6004,1.781,4.176,3.2152,1.9823,1.0343,2.8642,1.6371,4.3959,3.0893,3.5847,1.2006,2.8804,1.0303,2.1285,1.1181,3.8402,2.4442,1.1566,0 
-0.2696,-0.3335,0.6807,1.6509,0.5898,2.7388,1.9073,2.6583,0.1331,3.2359,3.1735,1.4196,2.9586,2.846,3.361,2.3188,1.3079,0.5271,3.0637,2.418,2.4855,1.5974,2.5284,1.2629,4.1998,3.1174,2.1496,0.8544,3.3556,0.4088,0 
-1.0472,2.9492,1.7426,2.2027,2.6574,0.59,2.4401,2.5358,2.4656,2.775,4.2318,1.3311,2.8365,0.5588,2.1219,3.2355,2.1245,2.7815,0.679,1.9168,2.1173,2.9277,2.6819,0.5169,1.8488,1.4923,1.754,2.0874,2.9212,1.5035,0 
1.301,1.0937,1.7677,2.0326,1.3028,3.0207,1.2707,0.6545,1.7302,1.1753,3.538,3.6926,1.3298,-0.0177,3.474,1.839,3.1351,1.3827,2.8604,1.835,2.5702,3.5171,2.5727,3.258,2.1309,3.0305,0.6601,2.7158,-0.255,1.9816,0 
-0.0823,-0.1742,0.3202,2.5311,1.1653,2.6604,2.7545,2.101,1.1794,1.485,1.8485,2.8949,2.5013,1.2686,0.9933,1.0061,2.4522,2.0252,1.9214,2.4427,2.6511,3.9609,2.9518,0.302,2.8109,0.9397,-0.0108,3.3515,3.4988,1.3438,0 
-0.6182,0.7276,2.1142,1.8628,2.3725,1.1336,1.5281,2.4119,2.964,1.4211,2.4626,2.8546,1.3749,2.8802,2.0884,3.8746,2.4325,2.7657,1.9753,3.464,1.9456,-0.8432,2.2953,1.8649,2.0647,2.678,2.677,0.6653,0.7407,2.4808,0 
-0.3604,-0.4725,2.028,2.2594,1.2206,3.6229,2.5191,4.1533,1.3732,1.1522,1.6249,0.3886,2.1415,0.8863,1.6102,2.8408,2.5531,0.7261,1.9319,1.6151,2.0068,1.2168,1.8643,1.9716,0.629,2.4824,1.9021,2.2415,2.5084,1.142,0 
-0.1058,1.0176,1.9082,3.1011,2.361,2.7652,2.3974,1.231,2.3706,0.9302,3.2514,2.358,1.9658,0.1734,1.4589,2.3346,2.2401,2.7837,2.2467,2.1833,3.5853,3.4457,1.243,0.836,2.8372,3.6743,1.2981,3.4655,1.2774,1.8263,0 
1.8498,-0.784,0.7626,2.4816,2.9369,3.0424,2.2822,3.3145,2.5333,2.8722,1.2898,3.222,3.2783,1.5102,2.1204,2.0703,2.0689,4.0139,3.1117,2.6173,1.524,2.0691,0.9933,3.1129,3.5424,3.6344,2.8183,2.8766,2.0836,3.409,0 
1.6707,0.3319,2.2113,1.4842,0.6168,0.6454,3.1529,1.1005,0.5379,1.6465,2.6774,3.0004,0.402,3.353,0.6758,1.2247,1.1739,1.2411,2.7494,0.7584,1.6982,0.4992,2.2112,2.0393,0.6188,2.9347,3.006,1.0972,1.5061,1.8187,0 
0.9575,-1.7813,2.3761,2.5207,2.5073,3.0888,1.0127,5.2399,1.1577,1.0993,0.5693,1.8475,1.2635,0.3719,3.9981,3.6849,1.6559,2.6813,3.5387,2.1215,2.9542,2.6156,2.7579,1.3374,2.1863,1.383,1.3354,0.6702,1.3848,4.468,0 
-0.8861,-0.3423,3.4564,2.0562,2.0389,2.5406,3.4233,0.2662,2.8664,2.4288,2.1825,2.7401,1.7423,2.7019,2.7398,2.6958,3.515,3.6999,1.9276,1.6513,2.9318,1.1313,2.1601,3.3914,1.6036,3.0491,1.7726,0.6755,1.6588,3.088,0 
-0.0957,-0.1427,0.2862,1.1806,0.3533,1.5433,2.5093,1.7113,2.8313,3.3498,1.4108,2.2816,3.0988,3.3638,2.0561,2.3957,1.0062,-0.5569,1.3565,2.8581,3.5011,0.9397,1.6055,2.3565,2.503,0.8826,2.6306,1.5851,0.728,2.2258,0 
1.5466,0.2483,2.17,0.3379,2.5899,2.3427,1.0214,0.9378,0.38,3.0352,2.0322,2.2437,1.3134,1.5361,1.1129,1.8993,2.6704,0.9628,3.6805,0.9329,2.5901,0.8303,2.912,1.6205,0.547,3.5977,1.0763,1.1343,0.606,1.1918,0 
0.2242,-0.2496,2.5801,0.9486,2.545,2.8684,0.903,3.5108,2.0821,2.5594,1.7226,1.69,2.8011,3.8556,1.9261,1.5178,-1.0205,1.4769,1.7083,1.7409,0.4395,1.6643,2.478,1.0131,2.8769,1.2241,1.2503,1.758,2.4088,3.2719,0 
0.9946,-0.6168,1.9106,2.9933,2.5795,1.3129,0.9166,2.6634,3.1145,1.564,2.7079,2.6813,1.2422,0.9048,2.0065,0.7419,1.4978,0.9042,1.6127,2.0636,0.4253,1.725,2.6282,2.2509,2.7527,0.9982,2.3106,1.0533,3.559,2.0087,0 
0.6677,-0.5905,1.9798,1.9478,0.7791,2.5271,3.699,-0.0967,2.6155,1.6279,0.6993,3.2971,1.7115,2.7917,2.8935,2.4398,2.2489,0.8888,2.5305,2.6347,1.461,1.5023,0.2171,2.6298,0.5097,3.7981,1.8834,1.1178,3.9268,1.8452,0 
1.7162,0.5405,0.9462,3.3557,-0.3617,2.5254,2.4625,2.8958,1.0842,2.6773,1.1623,1.1658,1.7094,2.6958,3.982,4.0355,2.5811,2.4758,3.897,2.0438,2.2477,0.8559,2.3201,1.1572,2.3492,0.8914,2.417,2.078,3.2946,2.0078,0 
0.4478,0.0185,2.2891,2.6103,1.8959,2.636,2.5734,2.3395,1.1259,1.6068,1.9584,3.8856,3.1323,1.9822,2.1803,4.1991,2.1241,2.3693,1.868,3.3667,1.0035,1.128,3.6692,3.3468,1.1035,-0.5614,3.0465,0.0365,1.6932,2.0785,0 
-1.1846,-2.0794,2.8124,0.7375,0.3557,1.2889,1.0522,2.1983,0.5033,2.0324,-0.6186,3.1201,2.654,2.0375,2.5862,1.5705,2.556,1.4674,1.3628,1.5081,2.161,1.9075,2.6607,2.2456,2.3095,1.7584,3.4581,-0.4048,2.4126,1.803,0 
0.6125,-0.2584,1.5047,1.5058,1.6604,1.5897,0.6738,2.9107,1.188,1.6465,1.193,3.1541,0.663,1.2921,2.3682,1.7228,1.4153,1.1546,0.8177,0.8329,2.2637,1.8392,3.5019,3.5222,2.9656,2.7187,2.0081,1.8229,3.3112,2.3142,0 
0.3427,1.6487,1.3583,-0.702,1.7168,2.24,1.9747,2.189,0.7794,3.3015,3.1631,1.4445,2.8292,2.4333,3.6513,0.88,0.3015,2.0013,2.4437,2.0843,1.687,1.9017,2.0751,2.1807,2.5342,3.0419,0.1567,2.7132,2.2109,2.4905,0 
0.2905,-1.2408,2.9587,2.4071,1.7873,1.6848,3.4618,1.0651,1.8105,1.9491,0.4887,-0.0481,2.6796,2.5504,2.8787,1.4568,2.379,0.8442,2.547,4.9397,2.6889,2.1754,3.974,1.7929,-0.2528,1.5553,0.5804,1.5909,1.4864,2.312,0 
1.3893,-0.1849,2.0929,1.7504,2.1835,3.0385,1.9425,1.8013,1.6976,3.2032,3.9153,2.0776,2.2194,1.6503,2.2849,0.8356,1.9509,2.6805,1.3557,1.8603,3.202,2.4337,1.8204,0.828,1.9803,2.1982,2.5741,3.7582,1.9783,2.959,0 
-0.2595,0.444,1.6464,2.4833,1.1649,1.3503,0.9394,1.5796,3.1819,2.6549,1.6598,0.2475,4.3813,2.1656,3.1668,2.7392,1.5072,2.5959,1.2805,1.3869,1.8875,1.3194,2.1659,3.2747,0.8895,2.3893,1.9573,3.7605,1.2179,3.261,0 
-1.4077,-1.8907,0.2162,0.6244,3.0892,1.4515,2.9369,0.9946,1.2756,2.4165,1.9187,2.7508,2.9897,1.8176,2.9046,0.1456,2.3762,2.3151,1.6559,1.0523,1.7997,3.0967,0.1599,0.7376,2.1242,1.6978,2.1057,1.8346,1.1155,0.7166,0 
1.6388,-0.2779,2.8266,1.8734,1.4765,2.5851,1.3496,1.9489,2.6291,1.738,2.4597,1.5951,2.6732,1.834,1.4992,1.9566,2.5866,2.0511,3.2759,3.371,1.5689,1.4085,0.8881,2.7037,2.4805,2.8382,2.4623,1.8143,1.0778,2.0292,0 
-0.3868,-0.2456,2.06,2.365,0.4422,0.9773,3.076,3.3924,0.8085,2.3981,1.1541,1.6798,0.0452,2.2565,1.1504,2.2022,0.9394,2.2414,2.519,-1.2865,-0.1185,1.8422,1.7851,2.2982,1.2428,1.5993,2.3633,0.667,3.1566,2.301,0 
-0.1452,0.6655,2.7032,2.3239,3.3321,1.8683,5.3409,3.1228,1.7606,2.5642,1.8728,1.8341,1.7171,1.8489,2.6806,3.0598,0.8563,1.2522,2.5497,1.3788,3.903,1.3733,1.6253,-0.8673,1.2938,0.6849,1.8208,2.9091,1.0906,2.206,0 
0.3666,0.6502,2.8249,2.0275,1.6184,3.4557,-0.0698,4.4243,3.6004,2.144,1.9576,0.4452,1.6616,1.4069,1.4186,2.1338,1.6343,1.6703,2.7542,0.9698,1.0981,3.1022,1.1809,2.7472,2.4453,1.3384,1.8595,2.5913,1.5995,2.6265,0 
-1.6957,0.7767,1.4997,2.7158,1.7191,1.9566,3.1403,2.1381,1.5273,2.1343,-0.0486,0.3655,0.3429,1.0656,1.3526,0.7784,1.1969,1.9654,2.7484,1.5297,2.3637,2.567,1.7902,2.7828,1.2218,1.9059,1.7277,1.1923,0.4072,1.8595,0 
-0.6947,0.091,3.164,2.1939,2.6874,2.2828,2.3287,3.0496,-0.7655,1.7553,1.4638,2.8416,1.5829,2.5817,3.3458,2.5659,2.4526,2.7772,0.824,0.6226,0.9417,2.3202,2.8055,1.7118,1.9752,2.1765,2.3734,1.8932,3.0961,2.3952,0 
-0.3553,-0.2541,1.93,3.3714,0.5289,2.5782,0.6202,1.0446,1.2603,2.5636,2.1781,1.0799,3.129,1.5177,3.117,2.6598,1.4536,3.2577,1.7312,2.1298,3.2008,1.026,2.772,3.9929,4.2548,3.3576,1.7778,2.8872,3.6183,0.5322,0 
-0.1958,-0.9299,3.2188,2.0945,1.8941,0.6828,1.5375,3.5487,1.729,0.9857,2.6789,2.0547,1.6405,1.1251,2.6399,2.2712,1.7311,-0.0705,1.9899,2.3471,-0.1229,0.3305,1.2832,3.4449,0.9733,4.2044,2.5315,0.9722,2.5134,1.2493,0 
1.2019,1.0064,2.4362,2.8458,0.7808,3.0254,2.3866,2.5143,1.6414,1.3638,-0.7325,2.1785,3.4166,3.1637,1.3543,1.8307,3.9885,1.6553,2.8134,3.8082,2.2722,1.0732,2.0498,2.8812,1.4025,1.2984,0.7391,2.1195,3.4772,1.3728,0 
-0.645,1.3503,4.771,3.2895,3.6695,2.833,1.0422,2.2528,2.1839,-0.4581,2.9414,0.7956,2.9091,3.0984,1.1719,2.2443,-0.1881,0.3519,0.8505,2.5791,3.95,1.3949,2.0151,1.8627,3.7789,2.7574,2.4878,-0.5008,2.3239,1.7807,0 
-0.5008,0.0707,2.1741,1.8324,2.0442,0.7287,1.6802,1.7204,0.7013,1.3318,0.7158,3.0008,1.4232,2.759,3.1464,1.9914,1.7622,2.1214,2.1866,4.0011,2.1711,2.4049,1.8334,2.5017,0.2995,2.3534,2.4609,0.6767,3.0719,1.5564,0 
-1.0215,-0.2034,2.7903,1.9151,2.4491,2.0313,2.2647,1.4128,1.6254,3.4028,2.7724,3.8561,3.0689,2.819,2.48,2.6539,2.454,3.6917,3.5441,1.709,0.8743,2.1001,0.912,1.1235,2.5388,2.3339,2.963,1.4527,0.2595,1.4005,0 
